Entity,Code,Year,hyg_bas,hyg_lim,hyg_nfac
Tajikistan,TJK,2015,72.59314952,21.60411755,5.8027329
Tajikistan,TJK,2016,72.64650466,22.11549746,5.237998
Tajikistan,TJK,2017,72.70350663,22.62255731,4.6739359
Tajikistan,TJK,2018,72.76372887,23.12520021,4.1110711
Tajikistan,TJK,2019,72.82735238,23.62285333,3.5497942
,,,,,
Tanzania,TZA,2015,47.62822026,35.40027343,16.971506
Tanzania,TZA,2016,47.79000302,35.28955162,16.920444
Tanzania,TZA,2017,47.95269073,35.17821047,16.869099
Tanzania,TZA,2018,48.11605636,35.06640537,16.817539
Tanzania,TZA,2019,48.27964902,34.95444718,16.765903
,,,,,
Thailand,THA,2015,84.83642515,9.273835841,5.889739
Thailand,THA,2016,84.86289749,9.242462093,5.8946404
Thailand,THA,2017,84.88929973,9.211171416,5.899529
Thailand,THA,2018,84.91559635,9.18000593,5.9043975
Thailand,THA,2019,84.94168259,9.149089763,5.9092278
,,,,,
Timor,TLS,2015,28.02880992,64.69469393,7.2764959
Timor,TLS,2016,28.1033131,64.63755665,7.2591305
Timor,TLS,2017,28.17822891,64.5801007,7.2416706
Timor,TLS,2018,28.25397275,64.5220097,7.2240176
Timor,TLS,2019,28.33033846,64.46344381,7.2062178
,,,,,
Togo,TGO,2015,13.62459527,11.45289976,74.922508
Togo,TGO,2016,14.47817595,10.83112533,74.690697
Togo,TGO,2017,15.3339748,10.2113959,74.454628
Togo,TGO,2018,16.19201377,9.593743109,74.214241
Togo,TGO,2019,17.05231367,8.978199206,73.96949
,,,,,
Tonga,TON,2015,69.56490797,28.51792218,1.9171698
Tonga,TON,2016,69.55740031,28.52665772,1.915942
Tonga,TON,2017,69.54989395,28.5353938,1.9147122
Tonga,TON,2018,69.54451451,28.54165857,1.9138269
Tonga,TON,2019,69.54111533,28.54561457,1.9132701
,,,,,
Trinidad and Tobago,TTO,2015,90.06344255,4.061864683,5.8746929
Tunisia,TUN,2015,85.55541991,6.480014612,7.9645653
Tunisia,TUN,2016,85.2707366,6.141210308,8.5880527
Tunisia,TUN,2017,84.98424316,5.808638142,9.207119
Tunisia,TUN,2018,84.69608552,5.482427694,9.8214865
Tunisia,TUN,2019,84.40589811,5.162894715,10.431207
,,,,,
Turkmenistan,TKM,2015,97.65336647,0.695783288,1.6508503
Turkmenistan,TKM,2016,99.38471803,0.313530573,0.30175141
Turkmenistan,TKM,2017,100,0,0
Turkmenistan,TKM,2018,100,0,0
Turkmenistan,TKM,2019,100,0,0
,,,,,
Uganda,UGA,2015,18.9237197,30.48265057,50.593628
Uganda,UGA,2016,20.06921395,31.12215317,48.808632
Uganda,UGA,2017,21.22248988,31.74932798,47.028183
Uganda,UGA,2018,22.38333258,32.3640661,45.252602
Uganda,UGA,2019,22.48637935,32.32188821,45.191734
,,,,,
Vanuatu,VUT,2015,25.14700102,42.85348169,31.999517
Vanuatu,VUT,2016,25.17807474,42.84055593,31.981369
Vanuatu,VUT,2017,25.20914897,42.82763003,31.963221
Vietnam,VNM,2015,85.70146368,12.63936066,1.6591756
Vietnam,VNM,2016,85.77390308,12.57440273,1.6516942
Vietnam,VNM,2017,85.846544,12.50925846,1.6441976
Vietnam,VNM,2018,85.91949663,12.44383652,1.6366669
Vietnam,VNM,2019,85.99275936,12.37813649,1.6291041
,,,,,
Western Asia and Northern Africa,,2015,84.41826906,10.02573851,5.555992434
Western Asia and Northern Africa,,2016,85.19557406,9.609897615,5.194528325
Western Asia and Northern Africa,,2017,85.34356004,9.631878397,5.02456156
Western Asia and Northern Africa,,2018,90.28690641,6.867763498,2.845330096
Western Asia and Northern Africa,,2019,90.5036844,6.881822607,2.61449294
,,,,,
World,OWID_WRL,2015,67.30298673,23.21660433,9.480408945
World,OWID_WRL,2016,68.22962873,22.61441657,9.155954696
World,OWID_WRL,2017,68.13921421,22.7767701,9.08401569
World,OWID_WRL,2018,69.36802198,21.97043927,8.661538752
World,OWID_WRL,2019,70.17667254,21.29684437,8.526483089
,,,,,
Yemen,YEM,2015,48.19584197,27.45741158,24.346746
Yemen,YEM,2016,48.40356551,27.3984679,24.197968
Yemen,YEM,2017,48.61296992,27.33904573,24.047985
Zambia,ZMB,2015,17.40326012,31.22312162,51.373619
Zambia,ZMB,2016,17.50678112,31.25697764,51.23624
Zambia,ZMB,2017,17.61166605,31.29127824,51.097057
Zambia,ZMB,2018,17.71791651,31.32602767,50.956055
Zambia,ZMB,2019,17.82533636,31.36115811,50.813507
,,,,,
Zimbabwe,ZWE,2015,42.45413384,54.60974941,2.9361167
Zimbabwe,ZWE,2016,42.4366939,54.62572159,2.9375844
Zimbabwe,ZWE,2017,42.42512965,54.63630497,2.9385655
Zimbabwe,ZWE,2018,42.41964219,54.64132854,2.9390292
Zimbabwe,ZWE,2019,42.41984006,54.64115051,2.9390094
